"testId","testDate","age","personality","testScore","satisfactionScore"
4737,2024-05-16,37,"Introvert",64.7,9.4
4738,2024-05-16,36,"Introvert",68.9,8.9
4739,2024-05-16,41,"Introvert",67.6,8.9
4740,2024-05-16,17,"Extrovert",43.9,8.7
4741,2024-05-16,21,"Extrovert",95.5,10
4742,2024-05-16,29,"Introvert",83.2,10
4743,2024-05-16,55,"Introvert",91.6,9.2
4744,2024-05-16,43,"Introvert",74.8,9.4
4745,2024-05-16,27,"Extrovert",73,9.1
4746,2024-05-16,50,"Extrovert",73.1,9.3
4747,2024-05-16,58,"Extrovert",40.3,8.8
4748,2024-05-16,56,"Introvert",70.8,9
4749,2024-05-16,45,"Extrovert",55.9,9.7
4750,2024-05-17,52,"Introvert",81.4,9.3
4751,2024-05-17,33,"Extrovert",76.9,9.5
4752,2024-05-17,30,"Extrovert",59.6,8.7
4753,2024-05-17,31,"Introvert",89.5,9.9
4754,2024-05-17,28,"Introvert",78.1,9.5
4755,2024-05-17,51,"Introvert",75.2,9.4
4756,2024-05-17,40,"Extrovert",70.2,8.8
4757,2024-05-17,40,"Introvert",61.4,9.3
4758,2024-05-17,26,"Introvert",70.6,9.4
4759,2024-05-17,43,"Introvert",66.5,9.3
4760,2024-05-17,51,"Introvert",74.7,9.1
4761,2024-05-17,29,"Introvert",72.1,9.1
4762,2024-05-17,47,"Introvert",81.1,10
4763,2024-05-17,59,"Introvert",74.7,10
4764,2024-05-17,20,"Introvert",81.7,9.7
4765,2024-05-17,46,"Extrovert",74.2,9
4766,2024-05-17,35,"Introvert",77.8,9.1
4767,2024-05-17,50,"Extrovert",77.7,9.7
4768,2024-05-17,19,"Extrovert",65.8,8.7
4769,2024-05-17,57,"Introvert",64.2,9.3
4770,2024-05-17,34,"Introvert",67.3,8.3
4771,2024-05-17,41,"Introvert",61.7,8.8
4772,2024-05-17,54,"Introvert",87.4,9.9
4773,2024-05-17,26,"Introvert",83.8,9.9
4774,2024-05-17,55,"Introvert",75.5,9
4775,2024-05-17,38,"Extrovert",77.3,9.4
4776,2024-05-18,31,"Extrovert",89.9,10
4777,2024-05-18,17,"Extrovert",53.4,9
4778,2024-05-18,53,"Introvert",77.9,7.4
4779,2024-05-18,16,"Extrovert",65.8,10
4780,2024-05-18,38,"Extrovert",65.4,10
4781,2024-05-18,54,"Extrovert",75,10
4782,2024-05-18,16,"Extrovert",85.1,9.9
4783,2024-05-18,25,"Introvert",87.5,8
4784,2024-05-18,38,"Extrovert",56.1,9.8
4785,2024-05-18,40,"Extrovert",80.7,10
4786,2024-05-18,30,"Extrovert",69.1,10
4787,2024-05-18,42,"Introvert",79,8.2
4788,2024-05-18,16,"Introvert",66.5,7.1
4789,2024-05-18,48,"Introvert",67.1,6.7
4790,2024-05-18,40,"Introvert",83.9,8
4791,2024-05-18,24,"Introvert",81.2,7.3
4792,2024-05-18,36,"Introvert",75.5,6.9
4793,2024-05-18,39,"Introvert",57.4,6.2
4794,2024-05-18,54,"Extrovert",73.4,10
4795,2024-05-18,26,"Introvert",63,7.3
4796,2024-05-18,37,"Extrovert",50.8,9.5
4797,2024-05-18,37,"Introvert",62,6.8
4798,2024-05-18,40,"Extrovert",75.5,10
4799,2024-05-18,47,"Introvert",62.6,6.9
4800,2024-05-18,53,"Extrovert",50.3,9.7
4801,2024-05-18,28,"Introvert",77.1,8.2
4802,2024-05-18,24,"Extrovert",79.5,10
4803,2024-05-18,47,"Extrovert",93.7,9.9
4804,2024-05-18,41,"Introvert",59,7.2
4805,2024-05-18,28,"Introvert",55.9,6.8
4806,2024-05-18,38,"Introvert",68.3,6
4807,2024-05-18,30,"Extrovert",82.7,10
4808,2024-05-18,17,"Extrovert",76.9,9.8
4809,2024-05-18,16,"Extrovert",53.6,9.1
4810,2024-05-18,31,"Introvert",58.1,6.8
4811,2024-05-18,57,"Introvert",72.2,6.7
4812,2024-05-18,44,"Introvert",81.3,7.1
4813,2024-05-18,59,"Introvert",67.3,7.7
4814,2024-05-18,38,"Extrovert",52.4,9.9
4815,2024-05-19,46,"Extrovert",75.3,9.9
4816,2024-05-19,19,"Extrovert",56.9,9.2
4817,2024-05-19,19,"Introvert",65.9,8.9
4818,2024-05-19,52,"Extrovert",90.2,10
4819,2024-05-19,30,"Extrovert",70.9,8.3
4820,2024-05-19,39,"Extrovert",51.2,9.4
4821,2024-05-19,23,"Extrovert",78.2,9.7
4822,2024-05-19,58,"Extrovert",73.1,9.8
4823,2024-05-19,53,"Extrovert",69.1,9.3
4824,2024-05-19,44,"Extrovert",73.3,9.3
4825,2024-05-19,22,"Introvert",77.3,9.4
4826,2024-05-19,41,"Introvert",84.4,8.5
4827,2024-05-19,31,"Extrovert",71,9.8
4828,2024-05-19,49,"Extrovert",95.1,10
4829,2024-05-19,46,"Introvert",71,8.8
4830,2024-05-19,31,"Extrovert",58.4,9.2
4831,2024-05-19,19,"Extrovert",79.1,10
4832,2024-05-19,22,"Extrovert",61.9,9.5
4833,2024-05-19,21,"Extrovert",57.7,8.4
4834,2024-05-19,30,"Introvert",80,8.5
4835,2024-05-19,21,"Extrovert",64.9,10
4836,2024-05-19,37,"Extrovert",71.1,9.6
4837,2024-05-19,49,"Introvert",75.5,8.5
4838,2024-05-19,52,"Extrovert",52.2,8.6
4839,2024-05-19,19,"Extrovert",68.8,9.9
4840,2024-05-19,32,"Extrovert",75.2,9.8
4841,2024-05-19,20,"Extrovert",72.1,9.5
4842,2024-05-19,28,"Extrovert",65.4,9.2
4843,2024-05-19,48,"Introvert",40.1,8.6
4844,2024-05-20,60,"Introvert",66.7,7.4
4845,2024-05-20,45,"Introvert",76.6,8
4846,2024-05-20,50,"Introvert",73.2,8.6
4847,2024-05-20,55,"Introvert",67.5,7.8
4848,2024-05-20,52,"Extrovert",76.1,9.9
4849,2024-05-20,35,"Extrovert",82.6,10
4850,2024-05-20,56,"Extrovert",71.6,10
4851,2024-05-20,33,"Extrovert",63.3,9.2
4852,2024-05-20,20,"Extrovert",74.8,9.8
4853,2024-05-20,33,"Introvert",64.2,8
4854,2024-05-20,41,"Extrovert",72.4,9.5
4855,2024-05-20,48,"Introvert",84.8,8.3
4856,2024-05-20,52,"Extrovert",87.2,10
4857,2024-05-20,16,"Extrovert",74.3,9.8
4858,2024-05-20,33,"Extrovert",68.3,9.5
4859,2024-05-20,40,"Extrovert",59.5,10
4860,2024-05-20,24,"Extrovert",73.4,9.3
4861,2024-05-20,32,"Introvert",95.9,9
4862,2024-05-20,53,"Introvert",61.2,8.4
4863,2024-05-20,60,"Extrovert",76.2,10
4864,2024-05-20,22,"Introvert",81.9,8.7
4865,2024-05-20,59,"Introvert",92.5,7.7
4866,2024-05-20,22,"Extrovert",64,9.4
4867,2024-05-20,43,"Extrovert",97.4,10
4868,2024-05-20,42,"Introvert",81.6,8.1
4869,2024-05-20,53,"Extrovert",64.4,9.1
4870,2024-05-20,37,"Introvert",61.7,7.8
4871,2024-05-20,51,"Introvert",64.3,7.8
4872,2024-05-20,24,"Introvert",76.9,8.6
4873,2024-05-20,21,"Introvert",68.9,8.8
4874,2024-05-20,53,"Introvert",78.5,7.7
4875,2024-05-20,49,"Introvert",42.1,8
4876,2024-05-20,57,"Introvert",47.5,7.6
4877,2024-05-20,58,"Introvert",77.3,7.8
4878,2024-05-20,40,"Introvert",73.8,7.9
4879,2024-05-21,37,"Introvert",66.4,7.8
4880,2024-05-21,31,"Introvert",72.4,7.4
4881,2024-05-21,22,"Extrovert",71,10
4882,2024-05-21,51,"Introvert",86.3,7.9
4883,2024-05-21,38,"Extrovert",68.1,9
4884,2024-05-21,44,"Introvert",64.6,6.9
4885,2024-05-21,19,"Introvert",58.4,7.5
4886,2024-05-21,44,"Introvert",79.5,8
4887,2024-05-21,23,"Introvert",63.9,6.8
4888,2024-05-21,16,"Introvert",69.4,8.2
4889,2024-05-21,24,"Introvert",74,8
4890,2024-05-21,49,"Extrovert",71.8,10
4891,2024-05-21,42,"Introvert",78.6,8.1
4892,2024-05-21,50,"Extrovert",56.9,9.7
4893,2024-05-21,20,"Introvert",56.9,7.4
4894,2024-05-21,52,"Extrovert",65.9,10
4895,2024-05-21,28,"Introvert",55.1,7.4
4896,2024-05-21,19,"Introvert",67.2,7
4897,2024-05-21,23,"Introvert",74.4,7.7
4898,2024-05-21,51,"Extrovert",58,10
4899,2024-05-21,36,"Introvert",84.4,8.2
4900,2024-05-21,58,"Introvert",44.5,6.8
4901,2024-05-21,45,"Introvert",55.6,8
4902,2024-05-21,26,"Extrovert",67.1,10
4903,2024-05-21,22,"Introvert",83.6,7.9
4904,2024-05-21,47,"Extrovert",90.1,10
4905,2024-05-21,54,"Introvert",60.8,8.1
4906,2024-05-21,53,"Extrovert",94.7,10
4907,2024-05-21,17,"Introvert",78.2,7.4
4908,2024-05-21,27,"Introvert",80,8.3
4909,2024-05-21,55,"Introvert",65,7.3
4910,2024-05-21,28,"Introvert",71.8,8.5
4911,2024-05-21,31,"Introvert",64.3,8.2
4912,2024-05-21,32,"Introvert",79,7.5
4913,2024-05-21,21,"Introvert",75.2,8.3
4914,2024-05-21,46,"Introvert",63.4,7.7
4915,2024-05-21,22,"Extrovert",63.4,10
4916,2024-05-22,23,"Introvert",78.7,6.2
4917,2024-05-22,32,"Introvert",58.6,6
4918,2024-05-22,28,"Introvert",47.2,5.5
4919,2024-05-22,50,"Introvert",72.8,6.4
4920,2024-05-22,57,"Introvert",55.1,6.4
4921,2024-05-22,59,"Introvert",75.4,6.6
4922,2024-05-22,52,"Introvert",61.9,6.8
4923,2024-05-22,33,"Extrovert",63.5,10
4924,2024-05-22,42,"Introvert",68.3,6.9
4925,2024-05-22,26,"Introvert",70.9,6.1
4926,2024-05-22,33,"Introvert",69.2,6.8
4927,2024-05-22,44,"Extrovert",68.9,10
4928,2024-05-22,36,"Extrovert",68.3,10
4929,2024-05-22,25,"Extrovert",85.8,10
4930,2024-05-22,29,"Introvert",62.2,5.6
4931,2024-05-22,26,"Extrovert",50.9,9.8
4932,2024-05-22,55,"Extrovert",54.2,9.9
4933,2024-05-22,54,"Extrovert",59.8,10
4934,2024-05-22,35,"Extrovert",76.9,10
4935,2024-05-22,43,"Extrovert",84.3,10
4936,2024-05-22,25,"Introvert",88.8,7.4
4937,2024-05-22,57,"Introvert",74.1,5.9
4938,2024-05-22,56,"Introvert",49.4,6.3
4939,2024-05-22,17,"Introvert",81,7.3
4940,2024-05-22,33,"Introvert",61.4,6.3
4941,2024-05-22,24,"Introvert",79,7
4942,2024-05-22,46,"Introvert",71.6,6
4943,2024-05-22,60,"Extrovert",75.7,9.8
4944,2024-05-22,42,"Introvert",80,6.3
4945,2024-05-22,28,"Extrovert",86.9,10
4946,2024-05-22,44,"Introvert",64.4,5.7
4947,2024-05-22,58,"Introvert",50.1,5.4
4948,2024-05-22,20,"Introvert",61.8,5.6
4949,2024-05-22,56,"Extrovert",77.9,10
4950,2024-05-22,34,"Extrovert",69.2,9.9
4951,2024-05-22,38,"Introvert",69.4,6.1
4952,2024-05-22,39,"Extrovert",68.3,10
4953,2024-05-22,54,"Extrovert",72.1,10
4954,2024-05-22,57,"Introvert",63.6,5.9
4955,2024-05-22,53,"Introvert",78.4,5.6
4956,2024-05-22,59,"Introvert",65.4,6
4957,2024-05-22,17,"Extrovert",69.3,9.8
4958,2024-05-22,44,"Extrovert",55.1,9.9
4959,2024-05-23,24,"Introvert",84.7,7.7
4960,2024-05-23,24,"Extrovert",74.7,9.7
4961,2024-05-23,33,"Extrovert",66.4,10
4962,2024-05-23,55,"Introvert",72,8.5
4963,2024-05-23,20,"Introvert",72.2,7.8
4964,2024-05-23,28,"Introvert",83.8,8.2
4965,2024-05-23,30,"Introvert",69,8.7
4966,2024-05-23,30,"Introvert",60.5,7.5
4967,2024-05-23,23,"Introvert",45.6,7.9
4968,2024-05-23,54,"Extrovert",72.9,9.4
4969,2024-05-23,26,"Introvert",100,9
4970,2024-05-23,20,"Introvert",66.7,7.8
4971,2024-05-23,53,"Introvert",85.3,8.2
4972,2024-05-23,37,"Introvert",54.8,8.2
4973,2024-05-23,28,"Introvert",59.5,7.6
4974,2024-05-23,33,"Introvert",87.4,7.9
4975,2024-05-23,28,"Extrovert",66.2,9.4
4976,2024-05-23,42,"Introvert",86.1,8.2
4977,2024-05-23,27,"Introvert",66.1,7.8
4978,2024-05-23,45,"Introvert",59.8,8.5
4979,2024-05-23,46,"Extrovert",47.5,9.6
4980,2024-05-23,49,"Introvert",71.8,8.9
4981,2024-05-23,50,"Extrovert",80.7,9.8
4982,2024-05-23,32,"Introvert",58.7,7.8
4983,2024-05-23,29,"Extrovert",64.9,9.6
4984,2024-05-23,22,"Extrovert",70,10
4985,2024-05-23,54,"Introvert",88.2,8.4
4986,2024-05-23,17,"Introvert",66.5,8.1
4987,2024-05-23,31,"Extrovert",80.3,10
4988,2024-05-23,42,"Introvert",94.6,8.7
4989,2024-05-23,34,"Introvert",77.5,9
4990,2024-05-23,32,"Introvert",55.9,7.4
4991,2024-05-23,29,"Introvert",66.3,7
4992,2024-05-23,52,"Introvert",62.1,7.7
4993,2024-05-23,40,"Extrovert",70.4,9.5
4994,2024-05-24,39,"Introvert",74.3,9.7
4995,2024-05-24,33,"Introvert",49.6,9.1
4996,2024-05-24,41,"Extrovert",76.6,8.7
4997,2024-05-24,22,"Introvert",73,9.8
4998,2024-05-24,41,"Extrovert",83.5,8.8
4999,2024-05-24,43,"Extrovert",92.3,9.2
5000,2024-05-24,54,"Extrovert",79.3,8.1
5001,2024-05-24,54,"Extrovert",57.8,8
5002,2024-05-24,29,"Introvert",53.6,9.3
5003,2024-05-24,56,"Introvert",63,9.2
5004,2024-05-24,44,"Extrovert",56.2,7.9
5005,2024-05-24,57,"Extrovert",74.7,9.1
5006,2024-05-24,42,"Extrovert",61.4,8.2
5007,2024-05-24,25,"Extrovert",68.4,9.1
5008,2024-05-24,30,"Introvert",52.3,9
5009,2024-05-24,52,"Extrovert",63.3,8.2
5010,2024-05-24,31,"Introvert",78.5,9.5
5011,2024-05-24,30,"Extrovert",59.3,7.9
5012,2024-05-24,19,"Extrovert",99.4,9.6
5013,2024-05-24,47,"Extrovert",66.4,8.7
5014,2024-05-24,33,"Introvert",69.7,9.9
5015,2024-05-24,29,"Introvert",72.2,9.2
5016,2024-05-25,49,"Introvert",72.6,7.1
5017,2024-05-25,31,"Introvert",78.6,6.9
5018,2024-05-25,22,"Extrovert",75.7,10
5019,2024-05-25,21,"Introvert",66.2,6.8
5020,2024-05-25,33,"Extrovert",79.2,10
5021,2024-05-25,49,"Introvert",73,7
5022,2024-05-25,19,"Extrovert",47.3,9.5
5023,2024-05-25,52,"Introvert",67.7,6.2
5024,2024-05-25,51,"Extrovert",74.8,10
5025,2024-05-25,35,"Extrovert",88.4,10
5026,2024-05-25,44,"Extrovert",80.1,9.6
5027,2024-05-25,58,"Introvert",76.7,7.1
5028,2024-05-25,49,"Introvert",63.4,7
5029,2024-05-25,53,"Introvert",76.3,6.7
5030,2024-05-25,37,"Extrovert",85.7,10
5031,2024-05-25,23,"Extrovert",69.1,9.9
5032,2024-05-25,48,"Introvert",75.7,6.8
5033,2024-05-25,37,"Introvert",50.3,6.6
5034,2024-05-25,56,"Extrovert",83.5,9.7
5035,2024-05-25,22,"Introvert",82.4,7.5
5036,2024-05-25,37,"Introvert",75.4,7
5037,2024-05-25,28,"Extrovert",54.2,9.4
5038,2024-05-25,49,"Extrovert",75.7,9.5
5039,2024-05-25,34,"Introvert",60.4,6.4
5040,2024-05-25,40,"Extrovert",77.8,10
5041,2024-05-25,28,"Introvert",65.6,6.7
5042,2024-05-25,31,"Extrovert",80.4,10
5043,2024-05-25,37,"Introvert",89.9,8
5044,2024-05-25,52,"Extrovert",95.8,10
5045,2024-05-25,43,"Extrovert",95.2,10
5046,2024-05-25,18,"Introvert",63.5,6
5047,2024-05-25,40,"Introvert",71.7,6.4
5048,2024-05-25,26,"Extrovert",86,10
5049,2024-05-25,19,"Introvert",58.6,6.2
5050,2024-05-25,16,"Extrovert",73.3,9.9
5051,2024-05-25,29,"Introvert",83.9,7.7
5052,2024-05-25,56,"Extrovert",86.2,10
5053,2024-05-25,28,"Extrovert",78.2,10
5054,2024-05-25,31,"Extrovert",69.2,10
5055,2024-05-25,54,"Introvert",75.5,7.6
5056,2024-05-26,38,"Extrovert",75.7,9.6
5057,2024-05-26,57,"Introvert",65.4,5.5
5058,2024-05-26,29,"Introvert",68.6,5.2
5059,2024-05-26,46,"Extrovert",61.7,10
5060,2024-05-26,42,"Introvert",88,5.9
5061,2024-05-26,41,"Extrovert",61.7,9.7
5062,2024-05-26,24,"Introvert",40.4,5.1
5063,2024-05-26,33,"Extrovert",60,9.7
5064,2024-05-26,52,"Extrovert",57.7,9.8
5065,2024-05-26,53,"Introvert",75.4,6.2
5066,2024-05-26,57,"Introvert",79.2,5.6
5067,2024-05-26,25,"Introvert",81.7,5.2
5068,2024-05-26,18,"Introvert",65.5,6.3
5069,2024-05-26,33,"Extrovert",53.6,9
5070,2024-05-26,51,"Extrovert",73.6,9.6
5071,2024-05-26,37,"Introvert",62.1,5.4
5072,2024-05-26,22,"Introvert",83.3,5.9
5073,2024-05-26,50,"Introvert",96.6,6.1
5074,2024-05-26,32,"Introvert",72,5.6
5075,2024-05-26,36,"Extrovert",65.5,10
5076,2024-05-26,36,"Extrovert",71.3,9.7
5077,2024-05-26,43,"Introvert",58,5.1
5078,2024-05-26,41,"Introvert",66.9,5.3
5079,2024-05-26,21,"Extrovert",84.7,10
5080,2024-05-26,51,"Extrovert",76.6,9.9
5081,2024-05-26,57,"Introvert",35.4,4.4
5082,2024-05-26,44,"Extrovert",65.6,9.7
5083,2024-05-26,41,"Introvert",93.9,5.7
5084,2024-05-26,38,"Extrovert",75.6,9.8
5085,2024-05-26,54,"Introvert",49.5,6.1
5086,2024-05-26,43,"Introvert",78.3,5.3
5087,2024-05-26,17,"Extrovert",69.6,10
5088,2024-05-26,46,"Introvert",80.5,6.2
5089,2024-05-26,53,"Introvert",78,5.2
5090,2024-05-26,19,"Introvert",56.7,5.7
5091,2024-05-26,37,"Extrovert",77.6,9.7
5092,2024-05-26,17,"Introvert",64.9,5.1
5093,2024-05-26,49,"Extrovert",78.2,10
5094,2024-05-26,45,"Introvert",48,4.7
5095,2024-05-26,31,"Extrovert",65.7,9.9
5096,2024-05-26,41,"Introvert",74.2,5.2
5097,2024-05-26,50,"Introvert",59.5,5.6
5098,2024-05-26,55,"Introvert",40.3,5.4
5099,2024-05-26,50,"Introvert",47.1,5.2
5100,2024-05-26,16,"Extrovert",76.4,8.9
5101,2024-05-26,48,"Extrovert",70.3,10
5102,2024-05-27,21,"Introvert",69.7,5.9
5103,2024-05-27,60,"Introvert",82.6,6.4
5104,2024-05-27,56,"Introvert",80.9,6.1
5105,2024-05-27,41,"Introvert",83.9,6.6
5106,2024-05-27,41,"Extrovert",83.8,10
5107,2024-05-27,35,"Extrovert",63.5,9.5
5108,2024-05-27,24,"Introvert",63.9,5.8
5109,2024-05-27,17,"Introvert",89,6.8
5110,2024-05-27,54,"Introvert",68.3,6.2
5111,2024-05-27,52,"Introvert",84.8,6
5112,2024-05-27,30,"Introvert",73.5,6.1
5113,2024-05-27,51,"Extrovert",57.8,10
5114,2024-05-27,57,"Extrovert",65.7,10
5115,2024-05-27,49,"Introvert",76.4,6
5116,2024-05-27,20,"Extrovert",75.7,10
5117,2024-05-27,26,"Extrovert",69.4,10
5118,2024-05-27,33,"Extrovert",68.6,9.7
5119,2024-05-27,33,"Introvert",61.3,5.1
5120,2024-05-27,56,"Extrovert",53.7,9.6
5121,2024-05-27,35,"Introvert",71.6,6.3
5122,2024-05-27,59,"Introvert",73.4,5.6
5123,2024-05-27,17,"Introvert",91.2,6
5124,2024-05-27,59,"Introvert",73.7,6.1
5125,2024-05-27,48,"Introvert",90.7,6.3
5126,2024-05-27,58,"Extrovert",68.5,10
5127,2024-05-27,39,"Introvert",74.7,6
5128,2024-05-27,42,"Introvert",80.3,5.7
5129,2024-05-27,45,"Introvert",51.5,6
5130,2024-05-27,33,"Introvert",80.7,5.8
5131,2024-05-27,53,"Introvert",52.6,4.2
5132,2024-05-27,28,"Extrovert",82.3,10
5133,2024-05-27,18,"Introvert",62.1,5.5
5134,2024-05-27,50,"Introvert",79.5,6.5
5135,2024-05-27,36,"Introvert",66,5.8
5136,2024-05-27,46,"Introvert",79.2,5.9
5137,2024-05-27,55,"Introvert",43,4.7
5138,2024-05-27,36,"Extrovert",73.5,9.2
5139,2024-05-27,32,"Introvert",85.3,6.4
5140,2024-05-27,53,"Introvert",78.5,6.3
5141,2024-05-27,40,"Introvert",75.7,5.6
5142,2024-05-27,59,"Introvert",71.6,6.3
5143,2024-05-27,60,"Introvert",53.2,5.4
5144,2024-05-27,21,"Extrovert",59,9.6
5145,2024-05-27,30,"Introvert",75.6,6.3
5146,2024-05-28,45,"Extrovert",74.1,9.9
5147,2024-05-28,33,"Extrovert",62.7,9.4
5148,2024-05-28,36,"Introvert",47.7,5.9
5149,2024-05-28,35,"Extrovert",76.1,9.8
5150,2024-05-28,52,"Introvert",81.5,6.3
5151,2024-05-28,57,"Extrovert",77.2,9.7
5152,2024-05-28,34,"Introvert",75.4,6.1
5153,2024-05-28,46,"Introvert",69.8,6.2
5154,2024-05-28,46,"Extrovert",77.8,9.2
5155,2024-05-28,50,"Introvert",73,6.1
5156,2024-05-28,23,"Introvert",71.5,6.2
5157,2024-05-28,43,"Introvert",60.7,5.9
5158,2024-05-28,22,"Introvert",44.5,4.8
5159,2024-05-28,18,"Introvert",55.7,6
5160,2024-05-28,26,"Introvert",81.1,6.2
5161,2024-05-28,50,"Introvert",82,6.7
5162,2024-05-28,56,"Introvert",44.6,5.8
5163,2024-05-28,45,"Extrovert",68.4,9.7
5164,2024-05-28,25,"Extrovert",56.9,9.6
5165,2024-05-28,33,"Extrovert",70.3,9.7
5166,2024-05-28,48,"Extrovert",69.5,10
5167,2024-05-28,58,"Introvert",68.7,5.9
5168,2024-05-28,49,"Introvert",61.8,5.7
5169,2024-05-28,56,"Extrovert",64.5,8.9
5170,2024-05-28,37,"Introvert",72.4,6.8
5171,2024-05-28,22,"Introvert",62.7,5.8
5172,2024-05-28,23,"Introvert",71.7,6.1
5173,2024-05-28,60,"Introvert",63.3,6.4
5174,2024-05-28,56,"Introvert",73.2,5.8
5175,2024-05-28,48,"Introvert",56.9,5.2
5176,2024-05-28,37,"Introvert",71.5,6.4
5177,2024-05-28,19,"Introvert",68,5.2
5178,2024-05-28,17,"Introvert",85,6.8
5179,2024-05-28,26,"Extrovert",62.7,10
5180,2024-05-28,46,"Introvert",70.7,6.4
5181,2024-05-28,36,"Extrovert",64.1,9.8
5182,2024-05-28,22,"Introvert",70.5,6
5183,2024-05-28,19,"Introvert",92.7,6.6
5184,2024-05-28,23,"Introvert",64.8,6
5185,2024-05-28,28,"Extrovert",57.3,10
5186,2024-05-28,34,"Introvert",81.1,6.8
5187,2024-05-28,32,"Introvert",67.2,6
5188,2024-05-28,60,"Extrovert",84.8,10
5189,2024-05-29,58,"Extrovert",52.1,9.1
5190,2024-05-29,41,"Extrovert",54.4,10
5191,2024-05-29,25,"Extrovert",71,10
5192,2024-05-29,24,"Extrovert",88.8,10
5193,2024-05-29,24,"Introvert",88,7
5194,2024-05-29,46,"Introvert",77.7,6.5
5195,2024-05-29,56,"Extrovert",73.3,10
5196,2024-05-29,45,"Introvert",48.6,5.7
5197,2024-05-29,32,"Extrovert",37.1,8.7
5198,2024-05-29,46,"Introvert",79.1,6.3
5199,2024-05-29,16,"Introvert",68.2,6.8
5200,2024-05-29,37,"Introvert",87.6,6.9
5201,2024-05-29,16,"Extrovert",68.3,10
5202,2024-05-29,46,"Introvert",62.8,5.9
5203,2024-05-29,55,"Extrovert",68.1,9.7
5204,2024-05-29,18,"Extrovert",80.6,10
5205,2024-05-29,26,"Extrovert",76.8,9.6
5206,2024-05-29,33,"Introvert",45.9,5.1
5207,2024-05-29,47,"Extrovert",83.4,9.4
5208,2024-05-29,49,"Introvert",77.7,5.4
5209,2024-05-29,36,"Introvert",80.5,6.5
5210,2024-05-29,19,"Introvert",71.2,5.6
5211,2024-05-29,24,"Extrovert",50.2,9.1
5212,2024-05-29,51,"Introvert",63.2,5.5
5213,2024-05-29,22,"Extrovert",65.4,9
5214,2024-05-29,32,"Introvert",74.1,6.3
5215,2024-05-29,44,"Extrovert",56.4,9.4
5216,2024-05-29,50,"Introvert",72.9,6.3
5217,2024-05-29,42,"Extrovert",72.8,10
5218,2024-05-29,24,"Introvert",65.1,5.4
5219,2024-05-29,23,"Introvert",71.3,5.7
5220,2024-05-29,34,"Introvert",77.3,5.8
5221,2024-05-29,48,"Introvert",58.3,5.5
5222,2024-05-29,16,"Introvert",83.9,6.5
5223,2024-05-29,59,"Extrovert",71,10
5224,2024-05-29,19,"Introvert",68.6,5.8
5225,2024-05-29,46,"Introvert",74.4,5.5
5226,2024-05-29,53,"Extrovert",49.2,9.2
5227,2024-05-29,35,"Introvert",56.5,6.4
5228,2024-05-29,30,"Introvert",73.7,7.1
5229,2024-05-29,25,"Introvert",49.9,5.2
5230,2024-05-29,56,"Introvert",86.6,6.3
5231,2024-05-29,43,"Introvert",70.7,5.9
5232,2024-05-29,32,"Extrovert",70.2,9.4
5233,2024-05-30,59,"Extrovert",77.2,9.1
5234,2024-05-30,50,"Introvert",70.7,10
5235,2024-05-30,45,"Extrovert",89,9.1
5236,2024-05-30,16,"Introvert",68.8,10
5237,2024-05-30,59,"Introvert",84.3,10
5238,2024-05-30,19,"Introvert",61.6,10
5239,2024-05-30,26,"Extrovert",62.7,8.5
5240,2024-05-30,44,"Extrovert",76.3,8.8
5241,2024-05-30,26,"Introvert",86,9.9
5242,2024-05-30,57,"Introvert",91.2,10
5243,2024-05-30,43,"Extrovert",56.6,8.5
5244,2024-05-30,51,"Introvert",61.9,9.3
5245,2024-05-30,53,"Introvert",59.8,10
5246,2024-05-30,44,"Extrovert",55.1,7.9
5247,2024-05-30,33,"Extrovert",68.2,8.6
5248,2024-05-30,48,"Extrovert",55.4,8.6
5249,2024-05-30,33,"Extrovert",64,8.5
5250,2024-05-30,52,"Introvert",74,9.5
5251,2024-05-30,53,"Introvert",77.7,10
5252,2024-05-30,48,"Introvert",65.3,10
5253,2024-05-30,56,"Introvert",79.9,9.3
5254,2024-05-30,51,"Introvert",63.1,9.2
5255,2024-05-31,55,"Introvert",68.3,8.4
5256,2024-05-31,48,"Introvert",77.8,9
5257,2024-05-31,58,"Extrovert",74.2,9.8
5258,2024-05-31,42,"Extrovert",83.3,10
5259,2024-05-31,44,"Introvert",60.4,7
5260,2024-05-31,27,"Introvert",80.8,7.8
5261,2024-05-31,60,"Extrovert",55.1,9.8
5262,2024-05-31,33,"Introvert",68.3,8
5263,2024-05-31,36,"Introvert",61.4,8.1
5264,2024-05-31,32,"Introvert",75.4,8.2
5265,2024-05-31,50,"Introvert",62.2,6.9
5266,2024-05-31,51,"Introvert",62.6,7.8
5267,2024-05-31,59,"Introvert",72.7,7.5
5268,2024-05-31,57,"Introvert",74.7,7.7
5269,2024-05-31,39,"Introvert",81,8
5270,2024-05-31,57,"Introvert",80.5,8
5271,2024-05-31,29,"Introvert",75.7,8
5272,2024-05-31,33,"Introvert",54.9,7.3
5273,2024-05-31,59,"Introvert",59.3,7.7
5274,2024-05-31,51,"Introvert",57.6,7.8
5275,2024-05-31,55,"Extrovert",63.1,9.2
5276,2024-05-31,38,"Extrovert",66.7,9.4
5277,2024-05-31,35,"Introvert",67.2,8.3
5278,2024-05-31,35,"Extrovert",82.6,9.2
5279,2024-05-31,60,"Introvert",61.1,7.5
